Updated,Type,Module,Source,F/P,Data
2024-05-27 13:53:06,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/get-started/,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 16:20:39,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/cyber-security-solutions/venafi-integration/,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 15:05:05,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/cyber-security-solutions/?wpf_fbv=1&wpf_filter_service-expertise=professional,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 10:54:05,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/company/work-at-difenda/,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 13:35:21,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/company/partners/,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 11:18:09,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/resources-library/,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 18:26:41,TARGET_WEB_CONTENT,sfp_spider,https://www.difenda.com/microsoft-security-copilot-pricing/,0,"<!DOCTYPE html>
<html lang=""en-US"">
<head>
	<meta charset=""UTF-8"" />
<meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
	<link rel=""pingback"" href=""https://www.difenda.com/xmlrpc.php"" />

	<script type=""text/javascript"">
		document.documentElement.className = 'js';
	</script>
	
	<script>!function(e,c){e[c]=e[c]+(e[c]&&"" "")+""quform-js""}(document.documentElement,""className"");</script><link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin /><script id=""diviarea-loader"">window.DiviPopupData=window.DiviAreaConfig={""zIndex"":1000000,""animateSpeed"":400,""triggerClassPrefix"":""show-popup-"",""idAttrib"":""data-popup"",""modalIndicatorClass"":""is-modal"",""blockingIndicatorClass"":""is-blocking"",""defaultShowCloseButton"":true,""withCloseClass"":""with-close"",""noCloseClass"":""no-close"",""triggerCloseClass"":""close"",""singletonClass"":""single"",""darkModeClass"":""dark"",""noShadowClass"":""no-shadow"",""altCloseClass"":""close-alt"",""popupSelector"":"".et_pb_section.popup"",""initializeOnEvent"":""et_pb_after_init_modules"",""popupWrapperClass"":"""
2024-05-27 09:54:27,SSL_CERTIFICATE_ISSUER,sfp_sslcert,difenda.com,0,"<Name(C=US,O=DigiCert Inc,OU=www.digicert.com,CN=RapidSSL TLS RSA CA G1)>"
2024-05-27 09:54:27,SSL_CERTIFICATE_ISSUED,sfp_sslcert,difenda.com,0,<Name(CN=*.wpengine.com)>
2024-05-27 13:28:26,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            01:3e:86:18:e4:5c:94:73:46:a5:31:fd:cf:2c:97:8c
        Signature Algorithm: ecdsa-with-SHA256
        Issuer: C=US, O=Cloudflare, Inc., CN=Cloudflare Inc ECC CA-3
        Validity
            Not Before: Dec 10 00:00:00 2022 GMT
            Not After : Dec 10 23:59:59 2023 GMT
        Subject: C=US, ST=California, L=San Francisco, O=Cloudflare, Inc., CN=insights.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: id-ecPublicKey
                Public-Key: (256 bit)
                pub:
                    04:ef:f7:12:08:27:91:1c:21:1e:cf:79:03:47:ce:
                    74:6f:f4:a9:8c:44:46:91:a7:6f:da:48:93:a7:a0:
                    2c:82:fa:54:ae:4f:29:08:a5:8e:bc:e2:da:64:2d:
                    42:b4:a7:64:49:4f:90:d6:f0:66:90:62:13:5b:18:
                    f3:2a:19:3c:ab
                ASN1 OID: prime256v1
                NIST CURVE: P-256
        X509v3 extensions:
            X509v3 Author"
2024-05-27 15:21:35,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            01:81:8b:0d:cf:de:2c:58:01:10:0e:e9:e1:88:02:85
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Amazon, OU=Server CA 1B, CN=Amazon
        Validity
            Not Before: Apr 22 00:00:00 2019 GMT
            Not After : May 22 12:00:00 2020 GMT
        Subject: CN=carlos.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (2048 bit)
                Modulus:
                    00:99:a3:24:d9:df:da:3c:af:43:1a:7b:ff:41:d3:
                    b8:a8:e4:37:6c:2e:c3:18:53:d8:82:8c:d4:b5:65:
                    c7:68:27:3f:74:ca:7b:4f:12:d1:d8:50:27:9c:26:
                    bf:d3:68:89:c5:bd:6c:7f:53:01:90:f8:f0:0f:05:
                    21:5c:5e:70:10:71:f0:4e:c8:41:f2:0c:9c:3c:f4:
                    8b:7d:d0:42:22:d9:d1:21:32:9b:a5:bd:47:e8:77:
                    2d:5f:46:5b:a2:e0:f1:90:05:04:21:d8:14:90:6c:
                "
2024-05-27 11:19:51,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            03:03:9e:54:9b:e4:24:a5:c0:8f:8b:40:ac:aa:12:d9:44:ee
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Let's Encrypt, CN=R3
        Validity
            Not Before: Jan  4 20:32:49 2024 GMT
            Not After : Apr  3 20:32:48 2024 GMT
        Subject: CN=shield-dev.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (4096 bit)
                Modulus:
                    00:b1:5d:e1:87:13:7b:62:03:92:46:3d:0a:ba:82:
                    6f:aa:6f:16:f6:f3:96:96:65:33:73:24:7a:dc:d7:
                    3e:f9:31:3d:a1:cd:47:11:78:90:6e:f7:fc:64:07:
                    da:f2:b7:49:7f:4a:d5:f5:75:af:7a:b9:04:fa:45:
                    f7:f3:c4:3f:7c:b1:46:f7:f3:be:14:d2:f3:c1:d0:
                    90:47:ac:b4:7d:4f:c3:52:a6:6d:76:4b:2a:52:7c:
                    56:0f:e9:22:80:20:25:0c:fe:d0:b6:9d:2c:86:a7:
                    "
2024-05-27 11:21:03,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            03:03:9e:54:9b:e4:24:a5:c0:8f:8b:40:ac:aa:12:d9:44:ee
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Let's Encrypt, CN=R3
        Validity
            Not Before: Jan  4 20:32:49 2024 GMT
            Not After : Apr  3 20:32:48 2024 GMT
        Subject: CN=shield-dev.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (4096 bit)
                Modulus:
                    00:b1:5d:e1:87:13:7b:62:03:92:46:3d:0a:ba:82:
                    6f:aa:6f:16:f6:f3:96:96:65:33:73:24:7a:dc:d7:
                    3e:f9:31:3d:a1:cd:47:11:78:90:6e:f7:fc:64:07:
                    da:f2:b7:49:7f:4a:d5:f5:75:af:7a:b9:04:fa:45:
                    f7:f3:c4:3f:7c:b1:46:f7:f3:be:14:d2:f3:c1:d0:
                    90:47:ac:b4:7d:4f:c3:52:a6:6d:76:4b:2a:52:7c:
                    56:0f:e9:22:80:20:25:0c:fe:d0:b6:9d:2c:86:a7:
                    "
2024-05-27 12:44:39,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            03:0a:90:e5:8d:ca:ca:a3:14:11:dc:08:28:72:4a:76:2f:ef
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Let's Encrypt, CN=R3
        Validity
            Not Before: Jun 27 12:49:22 2023 GMT
            Not After : Sep 25 12:49:21 2023 GMT
        Subject: CN=shield.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (4096 bit)
                Modulus:
                    00:a3:16:e0:87:61:dd:64:fa:79:e7:ab:8f:7c:d4:
                    54:1c:9e:99:96:a4:f4:cc:e6:78:e5:2d:ea:64:98:
                    48:42:96:83:a2:42:a3:88:a7:d8:ec:c5:a9:c7:e3:
                    b0:5e:a3:5d:62:0b:06:67:e1:04:d4:3e:7d:ef:0b:
                    cb:88:b3:ec:93:99:77:b8:d9:2f:f8:b4:2d:22:73:
                    07:77:e9:24:8e:eb:f0:98:f9:90:31:52:18:de:74:
                    2c:ca:82:2b:dc:f4:ff:b5:87:37:93:10:7a:b4:08:
                    06:7"
2024-05-27 12:46:21,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            03:0a:90:e5:8d:ca:ca:a3:14:11:dc:08:28:72:4a:76:2f:ef
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Let's Encrypt, CN=R3
        Validity
            Not Before: Jun 27 12:49:22 2023 GMT
            Not After : Sep 25 12:49:21 2023 GMT
        Subject: CN=shield.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (4096 bit)
                Modulus:
                    00:a3:16:e0:87:61:dd:64:fa:79:e7:ab:8f:7c:d4:
                    54:1c:9e:99:96:a4:f4:cc:e6:78:e5:2d:ea:64:98:
                    48:42:96:83:a2:42:a3:88:a7:d8:ec:c5:a9:c7:e3:
                    b0:5e:a3:5d:62:0b:06:67:e1:04:d4:3e:7d:ef:0b:
                    cb:88:b3:ec:93:99:77:b8:d9:2f:f8:b4:2d:22:73:
                    07:77:e9:24:8e:eb:f0:98:f9:90:31:52:18:de:74:
                    2c:ca:82:2b:dc:f4:ff:b5:87:37:93:10:7a:b4:08:
                    06:7"
2024-05-27 14:14:08,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            03:15:7e:a3:ae:c7:d6:89:d3:16:8d:2f:ef:c5:f4:f6:36:d7
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Let's Encrypt, CN=R3
        Validity
            Not Before: Oct  8 00:26:30 2021 GMT
            Not After : Jan  6 00:26:29 2022 GMT
        Subject: CN=www.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (2048 bit)
                Modulus:
                    00:9b:9c:df:34:b1:74:00:b1:9b:57:f6:d7:6e:a5:
                    78:57:79:62:0a:f2:ad:fe:e0:0c:70:d0:3a:1f:53:
                    55:05:9f:67:59:38:83:c9:29:8c:f6:3b:de:7b:af:
                    d4:a1:00:d2:b4:d0:f3:a9:ee:c2:dd:5b:de:20:f3:
                    3e:b1:92:79:97:2c:4d:0b:b1:b0:8e:9f:d2:20:db:
                    2f:4e:8a:b3:91:7d:76:19:ba:f9:61:2f:61:87:a7:
                    bb:f2:55:af:7a:7b:b4:b2:10:68:73:3e:1e:3a:74:
                    b8:78:2"
2024-05-27 14:15:25,SSL_CERTIFICATE_RAW,sfp_crt,difenda.com,0,"Certificate:
    Data:
        Version: 3 (0x2)
        Serial Number:
            03:15:7e:a3:ae:c7:d6:89:d3:16:8d:2f:ef:c5:f4:f6:36:d7
        Signature Algorithm: sha256WithRSAEncryption
        Issuer: C=US, O=Let's Encrypt, CN=R3
        Validity
            Not Before: Oct  8 00:26:30 2021 GMT
            Not After : Jan  6 00:26:29 2022 GMT
        Subject: CN=www.difenda.com
        Subject Public Key Info:
            Public Key Algorithm: rsaEncryption
                RSA Public-Key: (2048 bit)
                Modulus:
                    00:9b:9c:df:34:b1:74:00:b1:9b:57:f6:d7:6e:a5:
                    78:57:79:62:0a:f2:ad:fe:e0:0c:70:d0:3a:1f:53:
                    55:05:9f:67:59:38:83:c9:29:8c:f6:3b:de:7b:af:
                    d4:a1:00:d2:b4:d0:f3:a9:ee:c2:dd:5b:de:20:f3:
                    3e:b1:92:79:97:2c:4d:0b:b1:b0:8e:9f:d2:20:db:
                    2f:4e:8a:b3:91:7d:76:19:ba:f9:61:2f:61:87:a7:
                    bb:f2:55:af:7a:7b:b4:b2:10:68:73:3e:1e:3a:74:
                    b8:78:2"
